,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
49,50,Nevada,29.6,39.0,49.0,28.8,30.5,28.2,2018,12,53,417.2,472.3,639.0,401.2,437.3,395.3,81,30.2,18.7,10.0,24.2,37.8,34.3,61,398.0,362.3,260.0,406.6,387.3,479.5,119,2.2,1.7,2.0,1.8,2.8,1.6,26,1.8,1.0,1.0,2.2,1.3,1.7,59,3.1,6,107,67,89,--,12,114,90,82,-4.4,72,126,76
50,50,Pittsburgh,29.6,43.0,52.0,36.0,21.5,23.5,2018,12,67,395.1,534.3,654.0,465.0,307.8,367.8,88,32.1,26.7,22.0,34.8,28.8,27.1,89,428.7,433.3,432.0,442.2,411.8,397.1,25,1.1,0.3,1.0,1.6,0.5,1.4,77,1.3,0.7,0.0,1.6,1.0,1.4,11,17.4,9,111,34,54,--,41,117,58,27,5.3,15,116,26
51,52,Utah,29.3,31.0,32.0,30.5,28.4,28.9,2018,12,62,410.6,433.7,506.0,450.8,378.4,406.3,20,20.8,24.3,25.0,21.0,20.6,23.8,34,354.6,410.7,405.0,313.8,387.2,347.3,48,1.3,1.3,0.0,1.5,1.2,2.1,40,1.7,1.7,1.0,1.0,2.2,2.2,16,15.5,6,120,8,29,--,18,120,32,28,5.0,18,121,27
52,53,Fla Atlantic,29.1,32.0,34.0,33.0,26.0,40.2,2018,12,16,467.3,506.7,576.0,513.5,430.4,488.9,86,31.7,16.7,15.0,24.0,37.8,24.5,80,424.2,337.0,351.0,390.5,451.2,410.5,94,1.8,1.3,2.0,1.3,2.2,0.8,107,1.0,1.3,1.0,1.0,1.0,1.8,82,-2.9,41,109,81,82,--,44,116,83,81,-4.4,1,87,75
53,53,Illinois,29.1,41.0,35.0,29.3,29.0,15.4,2018,12,38,431.4,549.7,510.0,445.3,420.4,280.4,123,41.3,49.3,54.0,41.0,41.6,31.5,129,552.1,585.3,606.0,523.5,575.0,418.4,113,2.1,3.0,5.0,1.8,2.4,2.2,26,1.8,1.3,2.0,1.8,1.8,1.6,100,-12.6,88,110,90,127,-12.2,72,127,127,85,-5.0,75,125,89
54,55,Minnesota,29.1,36.7,41.0,34.2,21.5,22.1,2018,12,71,391.7,445.0,415.0,391.0,392.8,308.5,76,29.6,32.0,10.0,19.3,45.0,22.8,64,404.8,421.3,233.0,301.2,560.3,346.7,117,2.2,2.3,1.0,2.2,2.3,1.5,54,1.6,2.3,1.0,2.0,1.0,1.5,73,-0.9,3,98,98,104,--,4,108,105,48,2.0,31,122,53
55,56,W Michigan,29.0,24.3,14.0,26.8,30.8,32.5,2018,12,34,436.9,352.7,270.0,427.5,444.4,377.1,110,37.4,40.0,59.0,47.3,29.6,30.4,78,422.4,401.3,420.0,469.8,384.6,403.6,94,1.8,2.3,6.0,2.8,1.0,1.5,77,1.3,1.0,0.0,0.5,2.0,2.3,108,-15.8,57,123,105,76,--,75,128,77,92,-6.8,11,95,92
56,57,Wisconsin,28.9,19.3,10.0,36.8,17.0,33.8,2018,12,40,429.4,355.0,269.0,500.7,322.5,415.3,23,21.0,23.3,22.0,17.0,27.0,13.9,31,351.8,341.7,343.0,329.7,385.0,262.1,102,1.8,3.0,4.0,1.5,2.3,1.7,15,1.9,1.7,2.0,1.8,2.0,2.1,57,4.1,5,72,47,45,--,1,54,46,29,4.9,4,98,39
57,58,GA Southern,28.9,26.7,21.0,33.0,23.8,21.6,2018,12,116,329.0,280.7,291.0,384.8,259.3,333.5,47,24.7,31.0,35.0,19.2,31.5,33.1,71,415.3,438.3,454.0,377.0,463.3,422.8,1,0.4,0.3,0.0,0.2,0.8,1.6,2,2.6,2.7,1.0,2.6,2.5,1.8,93,-7.9,52,114,78,99,--,60,115,100,103,-8.9,83,122,104
58,58,S Methodist,28.9,42.3,62.0,27.0,30.4,36.2,2018,12,99,360.9,486.7,595.0,357.8,363.4,479.6,113,37.9,35.7,50.0,32.3,42.4,38.6,98,446.0,474.0,580.0,402.3,481.0,498.2,6,0.8,0.3,0.0,0.8,0.8,1.6,26,1.8,2.0,1.0,2.5,1.2,1.8,74,-0.9,63,115,63,86,--,74,118,84,70,-2.3,3,89,54
59,60,Maryland,28.8,32.7,32.0,31.2,26.4,20.5,2018,12,91,366.3,451.3,542.0,362.8,369.8,304.2,51,25.4,30.3,34.0,22.4,28.4,38.9,25,343.2,407.7,374.0,344.0,342.4,429.5,46,1.3,2.0,4.0,1.0,1.6,1.3,15,1.9,1.3,1.0,2.4,1.4,1.3,64,1.2,28,66,55,9,16.6,7,76,9,45,2.3,25,74,46
60,61,Duke,28.7,35.7,42.0,26.0,30.8,23.8,2018,12,66,396.7,512.7,629.0,414.3,382.6,373.2,47,24.7,33.7,35.0,27.0,22.8,21.3,92,430.0,527.0,536.0,422.5,436.0,347.2,48,1.3,1.7,3.0,1.8,1.0,1.6,85,1.2,0.7,0.0,0.5,1.8,1.5,44,6.4,4,90,59,26,--,4,44,30,38,3.6,23,84,31
61,62,Florida,28.6,23.0,35.0,28.6,28.5,22.1,2018,12,68,393.1,375.3,528.0,388.6,398.8,335.9,40,23.9,35.0,31.0,25.0,22.5,27.3,42,370.2,428.7,386.0,399.2,334.0,349.3,61,1.4,1.3,1.0,1.0,2.0,1.8,26,1.8,0.3,1.0,1.8,1.8,1.5,37,8.1,6,62,24,18,5.8,11,62,18,14,7.8,6,91,11
62,63,Marshall,28.3,28.3,30.0,26.3,30.3,26.7,2018,12,85,370.0,303.0,325.0,341.5,398.5,380.2,31,22.8,15.3,13.0,22.8,22.8,19.9,36,357.3,255.3,185.0,366.5,348.0,341.7,116,2.1,2.0,1.0,1.8,2.5,1.8,35,1.8,2.3,0.0,1.8,1.8,1.2,69,-0.4,55,104,83,74,--,20,85,79,105,-9.1,57,119,100
63,64,Miami (OH),28.2,34.0,30.0,25.6,30.8,23.8,2018,12,80,374.2,406.0,359.0,370.8,377.6,393.1,67,27.8,36.7,28.0,26.0,29.6,25.4,40,366.9,406.0,364.0,375.2,358.6,377.5,8,0.8,0.3,0.0,0.4,1.2,1.4,99,1.2,0.3,1.0,0.8,1.6,1.3,53,4.6,46,113,57,68,--,60,98,70,79,-4.2,34,97,83
64,65,Stanford,28.1,36.3,48.0,31.0,24.5,32.4,2018,12,64,399.4,487.7,596.0,437.2,352.3,388.9,45,24.4,28.3,17.0,22.2,27.3,22.7,77,422.1,424.0,404.0,383.4,470.5,405.6,35,1.2,1.7,1.0,1.4,1.0,0.9,107,1.0,0.3,1.0,0.8,1.3,2.0,41,7.0,2,56,54,38,--,8,52,40,26,5.4,15,67,19
65,66,Old Dominion,28.0,29.3,34.0,28.0,28.0,19.7,2018,12,44,423.5,462.3,359.0,461.8,385.2,336.6,121,39.0,38.7,31.0,37.4,40.6,33.0,125,499.8,449.0,395.0,494.6,505.0,441.5,91,1.7,2.7,1.0,1.6,1.8,1.5,107,1.0,1.0,2.0,1.2,0.8,1.4,119,-20.2,97,129,123,112,--,95,125,112,99,-8.3,48,124,105
66,66,Colorado,28.0,25.0,7.0,26.8,29.0,25.1,2018,12,58,411.8,405.3,297.0,451.0,380.4,405.3,65,27.8,38.0,31.0,27.3,28.2,28.8,67,410.2,500.7,477.0,398.0,420.0,467.0,14,1.0,1.7,3.0,0.8,1.2,1.0,77,1.3,1.0,0.0,0.3,2.2,1.1,96,-9.2,7,106,82,12,12.3,1,83,11,66,-1.2,48,117,63
67,68,Indiana,27.6,31.0,34.0,26.2,29.8,26.8,2018,12,61,411.0,437.7,374.0,400.5,426.8,388.3,80,30.0,34.3,32.0,28.0,33.0,27.6,70,413.8,480.3,542.0,404.8,427.3,358.8,102,1.8,2.3,1.0,1.7,2.0,1.5,5,2.4,3.3,4.0,2.2,2.8,1.2,79,-1.5,48,85,85,66,--,39,105,73,47,2.2,34,81,45
68,69,Arizona,27.3,38.7,42.0,30.6,23.3,39.6,2018,12,36,435.0,517.0,566.0,390.4,490.8,481.2,65,27.8,26.7,34.0,23.6,33.0,35.3,68,412.8,371.0,383.0,394.2,436.0,463.0,48,1.3,2.0,2.0,1.2,1.5,1.8,56,1.6,2.0,2.0,2.4,0.5,1.8,50,4.8,49,103,49,87,--,35,103,88,60,-0.7,24,72,60
69,69,Iowa,27.3,23.3,10.0,19.2,37.5,28.2,2018,12,89,368.0,358.7,333.0,334.0,410.5,329.1,12,18.6,27.3,14.0,10.4,28.8,19.9,8,292.3,350.7,306.0,247.0,349.0,357.5,61,1.4,1.7,2.0,1.4,1.5,1.5,18,1.9,2.0,2.0,1.4,2.5,2.0,15,15.8,9,45,9,24,--,12,66,24,24,5.8,20,62,21
70,71,Iowa State,27.0,31.7,28.0,30.2,23.0,28.2,2018,12,82,370.4,391.0,357.0,417.8,311.3,384.4,18,20.4,16.0,14.0,21.8,18.8,20.7,27,344.4,400.0,505.0,356.6,329.3,365.2,14,1.0,0.3,0.0,1.0,1.0,0.8,77,1.3,1.3,0.0,1.2,1.5,1.4,8,19.4,8,67,13,34,--,27,66,35,12,8.0,1,40,7
71,71,Middle Tenn,27.0,42.7,48.0,25.0,28.0,25.5,2018,12,82,370.4,487.7,491.0,341.3,385.0,394.5,50,25.3,19.7,32.0,15.7,30.2,24.7,62,401.2,410.7,333.0,388.0,407.8,361.1,61,1.4,1.0,2.0,1.3,1.5,1.8,18,1.9,3.3,3.0,2.0,1.8,0.8,76,-1.0,46,117,68,77,--,68,127,80,95,-7.6,34,95,94
72,73,USC,26.9,29.0,14.0,32.4,21.4,32.6,2018,12,86,369.9,402.0,277.0,377.2,362.6,485.2,56,26.6,24.7,15.0,26.0,27.2,26.1,41,370.0,329.3,207.0,352.2,387.8,396.3,71,1.5,1.3,2.0,1.2,1.8,1.9,125,0.8,0.7,1.0,0.8,0.8,1.8,62,2.4,10,67,44,62,--,18,76,59,40,3.1,10,77,35
73,74,Texas A&M,26.9,25.0,38.0,33.0,22.0,33.4,2018,12,39,429.7,406.0,504.0,481.3,388.4,408.0,42,24.1,26.7,24.0,19.0,28.2,32.1,26,343.6,367.3,440.0,339.8,346.6,414.5,61,1.4,1.7,2.0,1.5,1.4,1.6,129,0.6,0.3,1.0,0.5,0.6,1.7,24,11.8,2,35,31,19,2.3,5,119,19,2,10.7,1,114,2
74,74,Virginia,26.9,29.7,45.0,26.4,27.5,22.1,2018,12,96,363.1,354.3,389.0,339.0,393.3,341.3,18,20.4,22.7,24.0,16.8,25.0,29.9,23,340.3,335.3,354.0,311.8,376.0,375.5,61,1.4,1.0,1.0,1.4,1.5,1.6,40,1.7,1.3,3.0,2.0,1.3,1.4,42,6.8,27,80,48,10,15.6,8,85,10,61,-0.8,43,121,55
75,76,LA Monroe,26.7,34.0,38.0,30.3,24.8,33.9,2018,12,45,422.7,492.3,551.0,472.0,398.0,458.8,87,32.0,16.3,10.0,24.7,35.7,41.0,90,429.2,225.3,218.0,309.0,489.3,532.1,94,1.8,1.7,1.0,1.7,1.8,1.5,107,1.0,0.3,0.0,0.3,1.3,1.2,86,-4.8,61,126,107,102,--,83,123,107,112,-10.3,87,124,108
76,76,Baylor,26.7,21.0,14.0,31.3,23.0,22.5,2018,12,37,434.8,398.0,505.0,451.5,421.4,393.4,98,34.1,39.0,28.0,28.0,39.0,34.8,81,425.2,479.3,357.0,412.8,435.2,445.3,48,1.3,1.7,0.0,1.3,1.4,2.1,128,0.7,0.3,0.0,1.0,0.4,1.0,72,-0.8,45,80,80,83,--,8,86,86,49,1.9,44,119,51
77,76,New Mexico,26.7,22.0,24.0,24.3,27.8,19.1,2018,12,117,326.1,246.0,305.0,334.0,322.2,348.6,107,36.4,44.7,42.0,40.3,34.5,33.5,111,472.7,576.0,623.0,467.3,475.3,409.0,119,2.2,2.7,2.0,2.0,2.3,2.5,9,2.1,3.0,3.0,1.3,2.5,0.9,113,-18.4,77,124,99,94,--,59,105,92,100,-8.4,84,124,103
78,79,UNLV,26.3,22.3,27.0,26.0,26.6,27.8,2018,12,70,392.6,430.7,436.0,350.3,426.4,414.6,122,40.7,40.7,24.0,40.8,40.6,30.7,114,477.4,446.7,368.0,482.0,473.8,459.5,86,1.7,2.0,2.0,1.0,2.2,1.1,77,1.3,1.3,2.0,1.8,1.0,1.6,110,-16.7,84,128,128,100,--,81,107,103,106,-9.3,13,123,114
79,80,LSU,26.2,14.3,24.0,27.6,24.5,25.8,2018,12,93,365.4,264.7,359.0,378.4,349.3,407.5,12,18.6,16.3,17.0,17.0,20.5,19.7,33,353.3,350.7,216.0,380.6,319.3,322.8,14,1.0,1.0,1.0,1.0,1.0,0.7,9,2.1,2.3,2.0,2.4,1.8,1.3,12,17.4,5,65,7,5,27.1,1,65,4,1,11.0,1,28,1
80,81,Georgia State,25.8,29.0,22.0,31.5,21.2,21.3,2018,12,63,404.4,446.3,373.0,449.0,368.8,398.8,119,38.8,37.7,36.0,31.3,44.8,25.5,127,509.7,497.0,526.0,438.8,566.4,388.3,76,1.6,1.3,1.0,1.8,1.4,1.5,117,0.9,0.3,0.0,1.3,0.6,1.5,120,-20.9,102,127,104,109,--,89,124,108,124,-12.0,100,126,124
81,81,Miami (FL),25.8,15.7,21.0,29.5,22.8,28.1,2018,12,88,368.6,338.3,299.0,389.8,351.6,391.2,29,22.3,24.7,27.0,18.5,25.4,21.7,7,289.3,342.3,304.0,251.5,319.6,365.3,104,1.9,2.3,3.0,1.8,2.0,1.5,26,1.8,1.0,1.0,2.5,1.2,2.4,66,0.4,9,72,45,121,-0.3,12,126,20,36,3.9,11,46,36
82,83,VA Tech,25.8,23.7,22.0,24.0,26.8,28.3,2018,12,57,411.9,382.3,432.0,385.3,427.8,422.0,92,32.8,44.0,52.0,41.7,27.4,16.0,110,470.1,505.0,654.0,433.0,492.4,327.8,14,1.0,1.0,0.0,1.7,0.6,1.1,73,1.4,0.7,1.0,0.7,1.8,1.4,97,-9.8,4,99,70,65,--,10,68,53,50,1.8,19,77,47
83,84,Vanderbilt,25.2,26.7,28.0,29.3,22.0,23.0,2018,12,81,374.1,397.0,465.0,358.8,386.4,346.6,53,25.8,26.0,33.0,22.8,28.2,34.2,88,427.2,417.0,506.0,413.5,438.2,420.8,25,1.1,0.7,0.0,1.3,1.0,1.3,12,2.0,2.0,2.0,3.0,1.2,0.6,47,5.6,14,89,71,46,--,30,110,48,30,4.8,29,90,37
84,84,Oregon St,25.2,26.3,17.0,19.8,29.6,19.4,2018,12,74,389.9,398.3,404.0,327.0,440.2,328.7,129,47.3,40.0,48.0,44.5,49.6,44.0,128,549.1,547.0,596.0,543.0,554.0,469.3,35,1.2,0.7,1.0,0.8,1.6,2.4,117,0.9,0.7,1.0,1.0,0.8,1.0,109,-16.3,62,127,109,97,--,73,117,95,69,-2.2,7,102,74
85,86,E Michigan,25.1,22.0,27.0,23.4,26.8,26.1,2018,12,87,369.6,325.7,393.0,326.2,413.0,387.8,30,22.7,17.0,7.0,20.6,24.8,23.3,29,347.2,218.0,101.0,277.2,417.2,363.6,31,1.2,1.7,1.0,1.2,1.2,1.8,12,2.0,2.7,4.0,2.4,1.6,1.5,80,-1.9,57,117,84,58,--,36,119,57,86,-5.0,50,128,77
86,87,N Carolina,24.9,28.0,35.0,28.3,23.2,22.5,2018,12,52,420.0,415.7,536.0,460.7,399.7,347.6,103,35.6,37.0,42.0,31.7,37.5,33.2,102,453.9,539.7,629.0,447.3,457.2,448.1,113,2.1,1.3,0.0,2.0,2.2,2.0,56,1.6,2.3,3.0,2.0,1.3,1.3,68,0.2,50,114,87,93,--,21,108,99,39,3.5,26,62,43
87,88,Washington,24.6,21.3,27.0,29.0,21.0,34.0,2018,12,78,381.4,324.0,371.0,389.8,374.8,397.1,10,17.4,16.0,23.0,15.8,18.8,16.8,15,319.2,309.7,424.0,287.3,344.8,310.2,35,1.2,1.3,0.0,1.0,1.4,0.8,85,1.2,1.3,3.0,1.5,1.0,1.7,39,7.4,14,44,40,15,7.8,5,28,15,32,4.8,2,36,30
88,89,N Mex State,24.4,29.7,20.0,28.0,21.6,29.3,2018,12,100,357.4,425.7,428.0,380.3,339.2,450.2,124,42.3,47.0,27.0,40.0,44.2,29.7,113,473.7,522.7,343.0,439.8,500.8,401.0,113,2.1,2.3,2.0,2.0,2.2,2.2,77,1.3,0.7,1.0,1.0,1.6,2.1,124,-22.9,117,129,121,119,--,97,130,120,127,-14.9,59,127,127
89,89,Tulane,24.4,29.7,24.0,26.0,23.2,26.1,2018,12,75,389.1,455.0,535.0,447.0,342.8,383.4,57,26.8,16.7,18.0,23.0,29.8,30.5,79,422.9,396.3,450.0,400.5,440.8,455.3,35,1.2,1.0,1.0,1.3,1.2,1.0,56,1.6,1.7,1.0,1.3,1.8,1.7,78,-1.5,51,123,51,72,--,22,122,71,75,-3.5,39,90,67
90,91,Coastal Car,24.1,20.0,16.0,22.5,25.4,24.9,2018,12,79,378.2,315.7,293.0,343.3,406.2,348.8,97,33.9,33.7,44.0,34.0,33.8,32.4,106,460.3,460.0,454.0,440.0,476.6,401.7,61,1.4,1.3,2.0,1.5,1.4,1.3,102,1.1,1.3,1.0,1.3,1.0,1.0,118,-20.2,70,121,112,95,--,76,120,97,102,-8.7,17,120,99
91,92,Bowling Grn,23.9,22.0,24.0,25.0,23.0,25.2,2018,12,94,365.2,317.0,320.0,342.8,383.2,382.5,127,43.9,32.3,13.0,40.0,47.0,38.3,109,466.0,381.7,166.0,480.8,454.2,505.4,104,1.9,1.3,1.0,1.8,2.0,2.0,102,1.1,1.3,2.0,1.0,1.2,2.1,112,-18.2,92,128,125,108,--,85,122,118,109,-10.1,12,123,110
92,93,Northwestern,23.6,22.0,14.0,24.0,23.0,29.2,2018,12,104,352.5,301.3,306.0,359.8,341.5,408.0,32,23.0,19.3,10.0,26.5,17.8,20.1,44,373.1,373.3,333.0,385.5,354.5,357.4,71,1.5,1.7,2.0,1.7,1.3,1.4,83,1.3,2.0,2.0,1.2,1.5,1.9,38,7.6,5,80,37,32,--,2,118,36,17,7.2,10,36,20
93,94,Colorado St,23.6,19.7,10.0,27.3,20.6,33.0,2018,12,64,399.4,367.3,260.0,464.5,347.4,483.1,120,38.9,46.3,49.0,30.5,45.6,29.3,103,455.4,508.0,639.0,441.5,466.6,440.2,94,1.8,2.3,1.0,1.5,2.0,1.2,85,1.2,0.7,2.0,1.0,1.4,1.3,115,-19.3,107,130,117,129,-32.7,100,130,129,118,-11.0,67,126,117
94,95,E Carolina,23.3,23.0,18.0,29.8,12.3,25.9,2018,12,28,440.9,500.7,450.0,493.8,352.7,431.4,104,35.6,40.0,24.0,38.4,31.0,46.0,91,429.9,533.7,535.0,427.6,433.7,534.8,93,1.8,2.3,1.0,2.4,0.7,1.5,130,0.5,0.3,1.0,0.2,1.0,0.8,117,-19.7,69,127,122,106,--,65,117,115,94,-7.2,83,124,101
95,96,Kansas,22.9,15.7,17.0,28.3,18.6,16.9,2018,12,108,348.3,328.7,347.0,387.8,316.8,319.2,70,28.3,24.7,21.0,28.8,28.0,45.9,83,425.6,399.7,301.0,435.0,418.0,487.9,14,1.0,1.0,2.0,0.5,1.4,2.1,3,2.4,0.7,0.0,2.3,2.6,0.7,87,-5.1,51,126,91,80,--,23,100,82,67,-1.3,53,120,65
96,97,BYU,22.6,19.0,35.0,23.3,22.0,16.8,2018,12,111,344.4,360.3,392.0,355.8,335.4,321.8,38,23.6,14.7,16.0,24.0,23.2,26.3,24,342.8,272.0,285.0,322.3,359.2,385.6,48,1.3,1.7,1.0,1.8,1.0,2.3,107,1.0,0.7,0.0,1.3,0.8,1.3,67,0.3,25,90,86,51,--,10,77,54,55,0.5,15,75,50
97,98,Auburn,22.4,23.0,10.0,26.2,17.8,34.6,2018,12,110,344.7,345.3,274.0,324.0,370.5,447.2,15,19.3,22.3,27.0,18.4,20.5,19.2,57,391.6,463.3,522.0,347.8,446.3,325.2,11,0.9,0.0,0.0,1.2,0.5,1.2,85,1.2,1.0,1.0,1.4,1.0,1.5,31,9.2,4,46,43,7,18.5,2,24,8,11,8.0,4,26,23
98,99,LA Tech,22.3,17.3,28.0,22.0,22.5,28.7,2018,12,103,352.8,330.7,424.0,335.7,361.3,395.2,42,24.1,23.7,13.0,21.7,25.3,25.5,43,373.0,402.0,326.0,349.0,385.0,387.3,76,1.6,1.3,3.0,2.0,1.3,1.0,26,1.8,1.7,3.0,1.7,1.8,2.1,94,-8.7,58,105,97,75,--,31,109,68,101,-8.5,48,125,88
99,100,Navy,22.1,15.3,24.0,25.0,20.7,30.5,2018,12,114,330.6,296.7,375.0,374.0,308.8,428.7,112,37.8,40.3,35.0,31.3,41.0,26.3,105,460.1,511.7,500.0,452.3,464.0,370.3,25,1.1,1.3,1.0,1.0,1.2,1.5,66,1.4,1.0,1.0,2.7,0.8,1.2,98,-9.8,52,120,110,123,-4.8,46,124,124,64,-1.2,43,96,72
100,100,Arkansas,22.1,23.7,17.0,25.3,15.7,26.9,2018,12,102,353.6,330.0,216.0,367.8,325.0,369.6,98,34.1,23.0,24.0,35.8,30.7,38.8,69,413.1,353.7,359.0,447.8,343.7,462.4,125,2.3,2.0,2.0,2.7,1.7,1.5,107,1.0,1.0,1.0,0.8,1.3,1.5,75,-1.0,59,110,73,17,6.6,12,104,16,65,-1.2,52,112,69
101,100,Miss State,22.1,24.3,0.0,31.6,10.3,30.6,2018,12,90,367.9,361.7,169.0,428.6,292.0,407.3,5,14.3,13.3,24.0,9.6,20.3,22.7,5,284.3,278.7,305.0,300.4,264.3,329.1,14,1.0,0.3,1.0,0.4,1.8,1.8,85,1.2,1.3,2.0,1.2,1.3,1.8,7,19.7,3,47,15,47,--,14,55,50,5,9.7,3,80,15
102,103,UCLA,21.9,19.7,28.0,19.2,24.6,32.5,2018,12,84,370.4,408.7,439.0,349.8,391.0,458.5,94,33.3,38.0,31.0,33.2,33.4,36.6,95,442.8,481.3,482.0,436.4,449.2,483.7,60,1.4,2.3,1.0,2.0,0.8,1.7,63,1.5,0.7,1.0,1.6,1.4,1.0,63,1.3,7,105,69,63,--,40,90,63,18,7.1,4,65,17
103,104,San Diego St,21.8,26.3,24.0,22.4,21.0,30.2,2018,12,108,348.3,408.3,368.0,349.6,346.8,391.3,26,21.4,26.0,27.0,19.6,23.8,20.5,12,309.9,291.7,436.0,347.8,262.5,314.5,76,1.6,2.3,2.0,1.2,2.0,0.9,85,1.2,1.0,2.0,1.2,1.3,1.4,95,-9.1,54,116,76,60,--,43,126,60,83,-4.5,4,85,73
104,105,Michigan St,21.7,17.7,6.0,20.7,23.3,24.5,2018,12,105,351.7,352.0,274.0,336.0,375.3,383.6,16,19.7,14.0,26.0,23.3,14.3,20.0,20,327.3,262.0,347.0,341.8,305.5,297.2,91,1.7,2.0,3.0,1.5,2.0,1.5,24,1.8,2.0,1.0,2.0,1.5,1.8,17,14.7,15,51,19,23,--,13,55,23,6,9.3,5,69,8
105,106,Tulsa,21.7,29.0,21.0,27.5,17.0,29.3,2018,12,95,365.0,401.7,252.0,397.8,338.8,420.3,77,29.7,30.0,47.0,24.3,34.0,37.5,92,430.0,463.3,499.0,446.8,416.6,528.9,108,2.0,1.0,1.0,1.3,2.6,1.1,40,1.7,1.7,1.0,1.5,1.8,1.2,101,-13.4,71,108,100,96,--,37,97,93,88,-5.7,60,114,93
106,107,S Mississippi,21.6,22.0,23.0,28.3,15.0,27.8,2018,12,92,366.1,271.0,165.0,427.8,304.5,420.3,32,23.0,23.3,26.0,21.0,25.0,26.5,10,295.9,259.7,306.0,259.8,332.0,347.9,129,2.4,2.0,1.0,2.5,2.3,1.4,22,1.9,3.0,3.0,2.3,1.5,1.3,99,-11.1,46,112,94,90,--,46,112,96,116,-10.7,103,130,125
107,108,TX Christian,21.6,16.7,10.0,18.0,24.4,31.3,2018,12,98,362.4,333.7,222.0,315.0,400.4,409.8,68,28.1,29.0,47.0,24.0,31.4,20.5,45,373.9,381.0,535.0,347.0,395.4,351.9,125,2.3,1.7,2.0,2.0,2.6,1.2,117,0.9,1.7,2.0,1.3,0.6,1.4,85,-4.6,1,85,65,16,7.1,8,44,17,21,6.4,3,94,24
108,109,San Jose St,21.3,27.7,24.0,40.3,11.8,14.3,2018,12,124,310.7,383.3,400.0,427.0,252.5,304.4,116,38.1,41.0,62.0,41.0,36.7,44.1,119,486.2,611.7,806.0,473.3,492.7,521.5,76,1.6,1.3,3.0,1.0,1.8,3.3,40,1.7,1.7,0.0,2.3,1.3,1.1,114,-18.5,98,130,119,130,-43.7,92,130,130,114,-10.7,87,125,119
109,110,Florida St,21.2,17.0,13.0,22.0,20.6,23.8,2018,12,112,343.9,338.0,322.0,379.5,315.4,341.1,89,32.2,49.3,42.0,29.8,34.2,22.5,57,391.6,478.7,495.0,361.0,416.0,342.7,119,2.2,2.0,2.0,3.0,1.6,1.8,117,0.9,1.0,2.0,0.5,1.2,1.1,81,-2.1,2,104,75,81,--,16,90,75,46,2.3,15,57,49
110,111,N Illinois,21.1,27.0,38.0,23.0,19.8,28.2,2018,12,121,318.5,371.7,427.0,334.8,307.7,369.8,23,21.0,15.7,15.0,17.3,23.5,23.0,35,354.8,364.3,431.0,357.0,353.3,351.2,31,1.2,1.0,2.0,1.3,1.2,1.8,36,1.7,1.0,0.0,1.8,1.7,1.6,54,4.5,38,104,64,79,--,21,122,81,62,-1.2,5,72,61
111,112,Texas State,20.8,24.7,7.0,18.5,22.6,17.0,2018,12,125,305.3,350.0,218.0,307.0,304.0,344.3,77,29.7,29.7,38.0,28.8,30.4,35.6,59,393.7,447.0,468.0,417.0,375.0,455.6,86,1.7,1.3,3.0,1.5,1.8,2.0,26,1.8,1.3,0.0,1.0,2.4,0.7,105,-15.2,104,129,108,113,--,88,125,110,130,-16.8,38,130,130
112,113,Louisville,20.7,24.7,23.0,27.5,15.2,36.7,2018,12,106,351.4,419.0,413.0,432.0,287.0,534.0,128,46.0,62.3,54.0,41.8,49.4,28.8,124,498.9,596.0,536.0,485.8,509.4,413.8,125,2.3,2.7,4.0,2.0,2.6,1.6,85,1.2,1.7,3.0,0.5,1.8,1.8,122,-21.3,46,129,116,122,-1.0,42,127,122,74,-3.4,2,83,81
