,Rank_Scoring_Offense,Team,Current_Season_Scoring_Offense,Last 3_Scoring_Offense,Last 1_Scoring_Offense,At_Home_Scoring_Offense,Away_Scoring_Offense,Previous_Season_Scoring_Offense,Season,Week,Rank_Total_Offense,Current_Season_Total_Offense,Last 3_Total_Offense,Last 1_Total_Offense,At_Home_Total_Offense,Away_Total_Offense,Previous_Season_Total_Offense,Rank_Scoring_Defense,Current_Season_Scoring_Defense,Last 3_Scoring_Defense,Last 1_Scoring_Defense,At_Home_Scoring_Defense,Away_Scoring_Defense,Previous_Season_Scoring_Defense,Rank_Total_Defense,Current_Season_Total_Defense,Last 3_Total_Defense,Last 1_Total_Defense,At_Home_Total_Defense,Away_Total_Defense,Previous_Season_Total_Defense,Rank_Turnovers_Given,Current_Season_Turnovers_Given,Last 3_Turnovers_Given,Last 1_Turnovers_Given,At_Home_Turnovers_Given,Away_Turnovers_Given,Previous_Season_Turnovers_Given,Rank_Turnovers_Taken,Current_Season_Turnovers_Taken,Last 3_Turnovers_Taken,Last 1_Turnovers_Taken,At_Home_Turnovers_Taken,Away_Turnovers_Taken,Previous_Season_Turnovers_Taken,Rank_Last_5,Rating_Last_5,Hi_Last_5,Low_Last_5,Last_Last_5,Rank_Neutral_Site,Rating_Neutral_Site,Hi_Neutral_Site,Low_Neutral_Site,Last_Neutral_Site,Rank_SoS,Rating_SoS,Hi_SoS,Low_SoS,Last_SoS
120,,Idaho ,,,,,,,2010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,-4.0,6,111,65,72,--,8,105,70,105,-9.3,56,120,94
0,,Oregon,52.9,52.0,53.0,61.3,46.5,36.1,2010,10,,558.7,576.0,600.0,644.0,494.8,412.0,,20.4,22.7,32.0,14.7,24.8,23.8,,369.4,334.3,377.0,314.3,410.8,336.3,,1.7,1.7,2.0,1.3,2.0,1.8,,3.3,2.3,3.0,3.7,3.0,1.9,1,27.7,1,21,3,23,--,7,47,22,5,6.0,2,60,31
1,,Boise State,47.7,51.3,49.0,47.7,47.8,42.8,2010,10,,519.1,502.7,471.0,481.0,547.8,455.8,,13.4,11.3,20.0,19.3,9.0,17.2,,240.9,255.3,394.0,306.0,192.0,305.3,,1.1,1.3,2.0,1.0,1.3,1.0,,1.9,2.7,2.0,2.3,1.5,2.7,2,27.5,1,57,1,4,16.5,1,56,3,24,2.9,1,30,20
2,,Oklahoma St,45.3,33.0,24.0,50.0,37.3,26.1,2010,10,,531.6,533.3,513.0,531.4,532.0,349.6,,28.5,27.3,14.0,33.8,19.7,23.0,,407.8,411.7,289.0,440.6,353.0,338.4,,2.0,1.7,2.0,2.0,2.0,2.2,,2.8,2.0,3.0,3.0,2.3,2.3,24,11.4,4,62,18,30,--,2,60,27,38,0.8,28,107,43
3,,Utah,45.3,39.0,28.0,45.0,45.5,29.8,2010,10,,449.6,468.7,327.0,454.5,444.8,389.5,,14.1,11.7,23.0,10.8,17.5,20.2,,267.8,269.0,411.0,242.5,293.0,313.8,,1.8,1.7,1.0,1.3,2.3,1.5,,1.6,2.3,5.0,1.3,2.0,1.9,3,26.5,1,70,2,25,--,9,49,20,59,-2.4,28,108,79
4,,Ohio State,42.0,39.7,52.0,47.3,31.3,29.0,2010,10,,458.2,436.3,508.0,502.3,370.0,369.0,,13.6,13.7,10.0,11.3,18.0,12.5,,235.3,229.3,232.0,216.2,273.7,262.3,,1.2,1.3,1.0,1.2,1.3,1.4,,2.6,2.0,3.0,3.0,1.7,2.7,6,21.0,1,46,8,26,--,4,56,34,33,1.4,5,98,29
5,,Stanford,41.0,38.7,41.0,47.7,36.0,35.5,2010,10,,458.6,463.0,470.0,484.7,439.0,427.6,,21.9,21.0,0.0,29.0,16.5,26.5,,355.1,331.0,107.0,389.7,329.3,402.7,,1.6,1.7,1.0,1.3,1.8,1.3,,2.4,2.0,2.0,2.0,2.8,1.3,15,16.0,1,54,17,22,--,2,55,19,14,4.9,1,99,13
6,,Nevada,40.9,37.3,56.0,48.5,30.7,38.2,2010,10,,515.9,509.7,596.0,591.8,414.7,506.2,,22.6,27.3,42.0,23.0,22.0,28.5,,371.7,404.7,490.0,409.0,322.0,409.9,,1.6,2.0,0.0,0.5,3.0,1.6,,1.6,1.7,1.0,2.0,1.0,1.4,46,3.7,11,112,32,40,--,21,111,40,73,-4.6,42,117,61
7,,Nebraska,40.9,31.7,31.0,32.8,51.7,25.1,2010,10,,477.1,403.7,464.0,418.3,555.7,322.8,,19.9,26.0,17.0,16.0,25.0,10.4,,322.9,372.3,341.0,299.3,354.3,271.7,,1.0,0.7,0.0,1.3,0.7,1.6,,1.7,0.7,1.0,2.0,1.3,2.0,17,15.1,4,36,11,21,--,7,44,18,22,3.4,9,91,25
8,,Auburn,40.0,46.7,51.0,42.5,35.0,30.8,2010,10,,497.1,523.3,572.0,504.8,481.7,413.2,,24.3,30.3,31.0,23.3,26.3,27.3,,358.3,405.3,407.0,372.7,329.7,383.1,,1.3,0.7,1.0,1.3,1.3,1.8,,1.8,1.7,1.0,2.0,1.3,1.9,5,21.3,3,35,5,31,--,1,35,30,17,4.7,1,70,10
9,,VA Tech,40.0,47.0,44.0,47.5,30.0,31.8,2010,10,,436.6,503.3,492.0,489.5,366.0,392.1,,19.9,16.3,7.0,19.0,21.0,15.6,,351.1,318.3,208.0,329.0,380.7,295.5,,0.7,0.7,1.0,0.8,0.7,1.2,,1.9,1.0,2.0,1.3,2.7,1.8,12,18.4,8,76,9,1,22.0,1,57,1,28,1.9,2,35,28
10,,TX Christian,38.1,39.0,48.0,39.8,36.5,36.8,2010,10,,488.9,491.0,530.0,519.8,458.0,452.4,,8.9,5.3,6.0,5.0,12.8,12.1,,225.8,191.7,197.0,208.0,243.5,238.9,,0.9,1.0,2.0,0.3,1.5,1.8,,1.0,1.3,2.0,0.8,1.3,1.9,4,25.5,1,96,4,2,20.9,1,15,2,43,0.1,4,46,45
11,,Houston,37.9,44.0,56.0,40.0,36.3,41.2,2010,10,,468.0,501.0,670.0,470.7,466.0,565.2,,28.0,23.7,17.0,31.3,25.5,31.8,,398.3,370.0,321.0,436.7,369.5,465.8,,1.9,0.7,0.0,2.7,1.3,1.9,,1.6,1.3,1.0,1.3,1.8,2.1,53,1.1,22,80,74,51,--,31,95,66,90,-7.9,30,112,86
12,,USC,36.8,38.3,32.0,32.0,41.5,26.5,2010,10,,479.5,492.3,377.0,448.0,511.0,389.2,,27.9,34.7,53.0,28.3,27.5,19.8,,429.8,441.3,600.0,430.5,429.0,340.5,,1.8,1.7,3.0,1.5,2.0,1.7,,1.8,2.3,2.0,1.5,2.0,1.7,19,14.7,4,89,14,29,--,1,48,26,8,5.6,6,66,21
13,,E Carolina,36.6,35.0,35.0,42.5,30.8,26.8,2010,10,,423.5,458.3,421.0,479.3,367.8,373.2,,37.0,28.7,49.0,28.3,45.8,21.8,,440.4,411.0,429.0,449.5,431.3,388.5,,2.0,2.0,1.0,1.5,2.5,1.6,,1.6,2.7,0.0,3.0,0.3,2.5,59,-0.9,55,110,55,76,--,56,119,75,52,-1.1,36,86,50
14,,Tulsa,36.6,32.7,28.0,42.5,34.2,26.8,2010,10,,473.0,434.0,400.0,543.0,445.0,400.5,,30.7,24.0,27.0,22.0,34.2,29.5,,464.0,490.7,458.0,415.0,483.6,411.2,,1.1,0.7,2.0,0.5,1.4,2.0,,2.4,2.7,4.0,2.5,2.4,1.7,43,4.6,27,88,58,61,--,33,96,63,80,-5.8,33,91,87
15,,Hawaii,35.9,39.0,45.0,37.3,34.5,22.6,2010,10,,485.6,488.3,505.0,528.3,443.0,439.2,,24.3,12.7,10.0,25.3,23.3,30.3,,357.1,280.7,368.0,383.8,330.5,415.7,,1.4,1.3,1.0,1.0,1.8,2.4,,2.8,3.7,4.0,3.0,2.5,1.8,11,19.1,10,113,12,38,--,36,112,36,60,-2.7,29,86,51
16,,Oklahoma,35.8,40.7,43.0,40.0,28.7,28.3,2010,10,,477.8,572.0,641.0,519.6,408.0,412.2,,20.0,15.3,10.0,15.0,28.3,15.8,,374.6,312.3,263.0,335.4,440.0,291.7,,1.0,1.3,0.0,0.8,1.3,2.0,,1.9,0.7,0.0,1.4,2.7,2.3,8,20.0,4,68,13,8,13.8,3,68,5,18,4.3,5,61,5
17,,Michigan,34.4,25.3,31.0,35.0,33.7,26.5,2010,10,,517.7,440.7,423.0,523.8,509.7,353.4,,29.0,37.7,41.0,25.8,33.3,29.5,,444.1,453.7,436.0,392.5,513.0,409.5,,1.4,2.3,0.0,2.3,0.3,2.5,,1.0,0.0,0.0,0.8,1.3,1.5,52,2.0,10,90,60,52,--,21,119,41,55,-1.5,15,68,57
18,,Baylor,34.4,36.0,30.0,45.3,27.8,16.5,2010,10,,496.8,524.7,348.0,619.0,423.4,322.5,,25.6,29.7,22.0,18.3,30.0,28.5,,415.0,412.0,428.0,334.7,463.2,419.9,,1.4,2.3,2.0,1.3,1.4,2.0,,1.9,2.0,2.0,2.7,1.4,1.3,31,9.8,27,93,39,114,-5.5,49,116,114,57,-2.2,46,114,68
19,,Alabama,34.3,28.3,41.0,31.5,37.0,31.1,2010,10,,441.8,402.7,538.0,399.0,484.5,401.5,,12.5,18.3,10.0,5.5,19.5,12.6,,293.3,294.7,315.0,245.5,341.0,256.6,,1.0,0.7,0.0,0.8,1.3,0.9,,2.1,1.3,2.0,2.5,1.8,2.2,9,19.5,2,27,7,24,--,1,41,21,4,6.1,1,78,6
20,,Iowa,33.7,35.0,37.0,34.2,32.5,23.7,2010,10,,403.0,373.3,356.0,425.2,347.5,336.9,,15.6,21.7,6.0,9.4,31.0,15.3,,311.9,375.7,258.0,259.0,444.0,270.1,,0.3,0.0,0.0,0.2,0.5,2.2,,2.3,2.7,3.0,2.0,3.0,2.4,10,19.5,10,71,21,35,--,8,70,31,29,1.9,28,101,36
21,,Arkansas,33.7,43.3,49.0,35.7,32.3,35.0,2010,10,,482.9,528.3,555.0,480.0,485.0,413.7,,25.0,34.3,14.0,20.7,28.3,26.3,,354.1,378.7,154.0,363.0,347.5,417.5,,1.9,1.7,0.0,1.7,2.0,1.2,,1.7,1.3,2.0,2.0,1.5,2.3,23,11.5,7,31,27,6,14.2,2,43,8,7,5.7,1,96,3
22,,Fresno St,33.3,31.0,33.0,29.3,37.3,32.4,2010,10,,366.8,357.7,355.0,339.0,394.7,423.8,,28.3,25.7,18.0,24.3,32.3,30.8,,374.2,370.3,339.0,338.7,409.7,428.9,,1.3,1.3,0.0,1.7,1.0,1.9,,1.2,1.3,3.0,0.7,1.7,1.2,91,-10.7,13,93,90,69,--,22,116,68,96,-8.4,28,96,93
23,,NC State,33.1,33.0,28.0,33.0,33.3,25.4,2010,10,,433.9,422.0,368.0,447.5,415.7,376.5,,26.1,24.7,24.0,25.3,27.3,35.3,,377.6,382.3,373.0,368.3,390.0,408.6,,2.1,2.7,2.0,2.3,2.0,2.4,,2.4,3.0,2.0,1.8,3.3,1.1,30,9.9,16,50,29,36,--,3,80,32,26,2.1,23,113,34
24,,San Diego St,33.1,35.0,48.0,34.0,32.8,22.3,2010,10,,438.3,427.3,441.0,480.0,421.6,333.4,,23.1,27.7,38.0,16.0,26.0,31.5,,365.4,376.3,339.0,366.0,365.2,391.4,,1.3,1.7,2.0,1.5,1.2,2.1,,1.6,1.3,1.0,1.0,1.8,1.1,54,1.0,8,71,46,62,--,30,100,64,83,-6.9,61,119,85
25,,S Mississippi,33.0,44.3,49.0,41.0,22.3,31.3,2010,10,,441.1,500.3,582.0,436.0,448.0,401.1,,28.3,37.7,50.0,31.5,24.0,28.0,,327.1,359.0,466.0,313.0,346.0,410.9,,1.1,1.3,4.0,1.3,1.0,1.3,,2.0,3.0,3.0,2.0,2.0,2.0,66,-3.3,34,116,62,72,--,56,118,74,109,-10.5,6,112,107
26,,Kentucky,32.8,26.3,17.0,41.2,22.3,25.2,2010,10,,419.7,390.3,347.0,437.2,397.8,322.2,,30.8,32.0,24.0,29.4,32.5,23.6,,351.6,365.7,335.0,348.2,355.8,368.5,,1.6,2.7,4.0,1.0,2.3,1.7,,1.2,1.7,1.0,1.4,1.0,1.7,49,2.9,22,62,59,64,--,12,103,67,19,4.1,19,92,19
27,,Texas A&M,32.3,33.0,45.0,32.3,32.3,32.8,2010,10,,483.0,513.7,636.0,496.8,464.7,465.8,,23.6,22.3,27.0,23.3,24.0,33.5,,357.7,400.0,452.0,344.5,375.3,426.3,,2.9,1.0,3.0,3.0,2.7,1.8,,2.1,1.7,3.0,2.0,2.3,1.7,33,9.0,11,46,45,14,5.5,11,59,15,39,0.5,16,118,42
28,,Central FL,32.1,41.7,49.0,38.3,24.0,26.0,2010,10,,365.0,405.3,429.0,381.8,342.7,345.8,,17.9,21.0,35.0,21.0,13.7,22.4,,289.7,304.3,421.0,290.8,288.3,358.0,,1.6,1.0,0.0,2.0,1.0,1.5,,1.3,1.0,1.0,1.3,1.3,2.3,29,10.0,22,105,36,46,--,13,71,48,84,-7.1,61,115,88
29,,Texas Tech,31.9,23.7,27.0,22.0,37.8,36.9,2010,10,,437.3,430.3,452.0,334.3,499.0,472.9,,32.6,34.3,45.0,28.3,35.2,23.3,,455.3,529.0,636.0,411.3,481.6,365.2,,2.0,2.3,3.0,1.7,2.2,2.3,,2.0,1.7,3.0,3.3,1.2,1.9,67,-3.7,25,73,67,11,10.4,9,65,9,42,0.1,12,75,48
30,,Troy,31.9,29.0,14.0,32.0,31.8,33.7,2010,10,,443.6,397.3,285.0,452.0,437.3,487.7,,27.9,21.7,28.0,26.3,29.0,29.8,,404.4,328.3,428.0,376.3,425.5,426.7,,2.3,2.3,2.0,2.7,2.0,2.1,,2.9,2.3,1.0,2.7,3.0,1.6,77,-6.7,52,108,53,59,--,5,79,38,100,-9.1,34,109,95
31,,N Illinois,31.6,35.3,28.0,36.3,28.8,27.6,2010,10,,406.5,430.0,425.0,429.7,392.6,341.0,,18.9,14.0,21.0,12.7,22.6,22.8,,345.0,319.7,404.0,276.3,386.2,338.8,,1.1,1.0,1.0,1.0,1.2,1.3,,2.0,3.0,2.0,2.7,1.6,1.8,32,9.1,7,118,30,57,--,27,119,57,91,-7.9,34,102,91
32,,Georgia,31.4,39.3,31.0,40.8,24.0,28.2,2010,10,,389.3,427.7,441.0,431.0,356.0,353.3,,20.8,21.7,34.0,13.0,27.0,28.1,,329.6,346.7,450.0,255.5,388.8,363.1,,1.2,1.3,4.0,0.5,1.8,2.3,,1.8,2.3,1.0,2.0,1.6,1.0,13,17.0,2,40,16,10,10.7,8,63,42,12,5.3,5,82,15
33,,Wisconsin,30.7,34.3,31.0,29.8,32.0,30.8,2010,10,,396.9,387.0,347.0,416.0,371.3,415.8,,22.7,23.7,30.0,18.5,28.3,22.4,,340.6,344.3,376.0,336.0,346.7,309.6,,0.9,0.7,1.0,0.8,1.0,1.8,,0.9,0.3,0.0,0.8,1.0,1.9,16,15.8,2,55,15,39,--,9,46,37,27,2.1,22,102,33
34,,Army,30.6,32.0,20.0,29.0,31.8,14.7,2010,10,,353.4,369.7,404.0,338.3,364.8,267.6,,23.9,29.3,23.0,24.3,23.5,22.4,,314.0,318.3,250.0,320.3,309.3,301.4,,0.9,1.0,2.0,0.7,1.0,1.4,,2.4,1.7,1.0,1.7,3.0,2.0,69,-4.3,63,115,65,116,-6.5,71,117,116,110,-11.1,76,115,108
35,,Missouri,30.0,27.7,17.0,35.0,23.3,27.1,2010,10,,412.0,414.7,341.0,436.8,379.0,403.1,,16.7,22.3,31.0,16.0,17.7,26.5,,371.1,416.0,464.0,367.8,375.7,367.8,,1.4,1.0,1.0,2.0,0.7,1.6,,1.7,1.0,0.0,2.0,1.3,1.8,7,20.1,7,43,10,3,17.2,3,34,4,13,5.2,12,88,30
36,,Oregon St,29.9,32.7,35.0,33.7,27.0,31.3,2010,10,,352.1,411.0,394.0,378.0,332.8,408.8,,27.4,23.0,7.0,21.0,32.3,26.5,,423.4,407.3,206.0,341.0,485.3,349.9,,0.6,1.3,0.0,0.0,1.0,0.9,,1.9,1.7,1.0,2.0,1.8,1.3,20,14.0,20,58,33,7,14.2,3,27,7,1,10.3,1,18,1
37,,Florida St,29.9,31.0,24.0,29.7,30.0,31.0,2010,10,,407.1,386.3,373.0,411.0,404.3,422.8,,19.3,21.3,28.0,9.7,26.5,31.8,,319.7,352.7,368.0,214.0,399.0,443.2,,2.0,2.3,2.0,2.3,1.8,1.9,,1.6,1.3,2.0,1.3,1.8,2.2,14,16.7,6,47,6,33,--,19,96,25,23,3.3,10,90,23
38,,Arizona,29.9,32.3,29.0,28.8,31.3,26.8,2010,10,,450.0,470.0,586.0,423.0,486.0,369.9,,15.6,14.0,21.0,19.8,10.0,24.5,,304.1,296.0,299.0,336.5,261.0,330.2,,1.4,1.3,2.0,1.5,1.3,1.5,,1.7,2.3,2.0,1.0,2.7,1.4,27,10.4,2,80,24,27,--,1,108,23,37,1.0,14,102,38
39,,Michigan St,29.6,22.3,6.0,33.0,26.3,28.5,2010,10,,416.3,337.0,258.0,425.8,406.8,399.0,,21.6,23.3,37.0,18.8,24.5,28.3,,346.0,336.0,356.0,336.8,355.3,399.3,,1.5,1.7,3.0,1.5,1.5,1.7,,1.9,2.0,0.0,2.3,1.5,1.2,25,10.7,17,68,19,20,0.1,8,113,111,41,0.1,41,109,52
40,,S Carolina,29.6,29.0,38.0,32.8,25.3,19.2,2010,10,,419.1,473.0,436.0,391.8,455.7,344.9,,19.6,20.7,24.0,16.0,24.3,20.9,,365.6,352.3,405.0,353.3,382.0,298.6,,1.9,2.0,1.0,1.0,3.0,1.7,,1.4,1.3,4.0,2.0,0.7,1.3,21,13.3,2,31,31,37,--,5,119,35,15,4.9,3,81,4
41,,Ohio,29.0,36.7,38.0,34.5,23.5,24.5,2010,10,,346.3,427.7,415.0,368.5,324.0,300.9,,22.9,18.0,31.0,21.5,24.3,22.2,,368.6,368.3,471.0,349.8,387.5,356.0,,2.5,2.3,4.0,2.5,2.5,1.6,,2.0,3.0,1.0,1.8,2.3,2.7,63,-2.5,61,116,64,73,--,66,120,76,116,-14.1,76,118,117
42,,Kansas St,29.0,38.3,14.0,18.8,42.7,20.6,2010,10,,356.7,386.0,289.0,315.3,412.0,333.7,,25.9,26.0,24.0,26.8,24.7,25.6,,438.1,509.0,513.0,439.3,436.7,376.0,,1.3,2.0,3.0,1.3,1.3,1.5,,1.7,2.3,2.0,1.5,2.0,2.1,45,4.2,18,86,44,19,1.6,9,111,17,51,-1.0,42,105,59
43,,Mississippi,29.0,21.7,31.0,35.5,20.3,26.7,2010,10,,400.9,387.3,407.0,418.8,377.0,391.5,,32.3,37.3,51.0,38.0,24.7,19.1,,406.7,451.7,572.0,438.0,365.0,312.3,,1.4,1.3,1.0,1.5,1.3,2.5,,1.4,1.3,1.0,1.3,1.7,1.6,44,4.4,44,113,51,44,--,40,93,47,54,-1.1,38,115,53
44,,Arkansas St,28.9,31.7,37.0,31.7,27.2,19.2,2010,10,,404.4,357.7,408.0,432.7,387.4,314.5,,30.4,23.7,16.0,23.3,34.6,25.4,,456.1,369.7,319.0,430.0,471.8,366.2,,1.8,1.7,1.0,1.7,1.8,2.1,,1.6,2.0,3.0,2.3,1.2,1.5,75,-6.0,5,101,78,87,--,70,106,85,92,-8.0,10,108,102
45,,Florida,28.4,23.3,34.0,31.2,23.7,33.8,2010,10,,354.6,354.7,450.0,354.0,355.7,445.1,,20.3,24.7,31.0,16.6,26.3,13.2,,316.0,357.7,441.0,305.2,334.0,247.8,,1.8,1.7,1.0,1.4,2.3,1.2,,2.5,2.0,4.0,2.6,2.3,1.7,26,10.5,7,34,26,5,15.1,2,41,39,3,6.2,2,73,8
46,,California,28.3,23.7,7.0,45.7,15.3,26.6,2010,10,,333.3,275.0,206.0,372.0,304.3,382.4,,25.1,33.3,35.0,10.3,36.3,27.0,,346.7,410.0,394.0,206.3,452.0,389.8,,1.4,1.3,1.0,1.0,1.8,1.4,,1.9,1.3,0.0,3.3,0.8,1.7,34,8.0,3,99,35,75,--,30,87,71,9,5.5,7,98,9
47,,Idaho,28.0,27.3,10.0,33.5,25.8,32.7,2010,10,,406.3,431.0,368.0,362.0,424.0,451.0,,28.7,35.7,45.0,10.5,36.0,36.0,,402.3,493.3,505.0,238.0,468.0,433.5,,2.6,2.0,4.0,1.0,3.2,1.8,,2.1,1.7,1.0,1.5,2.4,1.2,,,,,,,,,,,,,,,
48,,GA Tech,27.9,29.3,13.0,34.3,23.0,33.5,2010,10,,405.1,425.3,325.0,438.0,380.5,416.4,,25.6,20.7,27.0,26.7,24.8,25.4,,368.0,368.3,407.0,408.3,337.8,365.6,,1.3,1.7,1.0,2.0,0.8,1.2,,1.7,2.3,0.0,3.0,0.8,1.8,57,-0.6,24,65,56,67,--,14,102,58,65,-3.4,14,91,60
49,,Pittsburgh,27.7,35.3,20.0,27.0,28.7,31.6,2010,10,,358.0,385.7,255.0,367.3,345.7,391.8,,19.4,12.7,3.0,18.0,21.3,21.2,,299.9,232.0,185.0,263.0,349.0,332.7,,1.4,0.7,0.0,1.5,1.3,1.1,,1.9,2.3,2.0,1.8,2.0,1.8,18,14.9,9,75,37,28,--,3,45,28,35,1.3,19,42,35
50,,S Methodist,27.7,24.0,31.0,25.6,30.3,29.1,2010,10,,428.6,454.0,542.0,428.2,429.0,394.8,,27.0,30.0,17.0,26.4,27.8,28.0,,367.6,375.0,391.0,349.4,390.3,391.8,,2.1,3.0,3.0,1.6,2.8,2.0,,1.1,1.0,2.0,1.0,1.3,1.8,76,-6.7,38,88,79,68,--,17,87,65,72,-4.5,12,87,65
51,,W Michigan,27.6,32.3,21.0,19.3,33.8,24.7,2010,10,,378.4,414.0,404.0,334.7,411.3,377.3,,29.4,27.3,28.0,32.7,27.0,29.1,,391.9,384.0,425.0,392.0,391.8,427.9,,2.6,2.3,2.0,3.7,1.8,2.3,,2.3,1.7,1.0,2.3,2.3,1.8,71,-4.5,49,113,80,54,--,50,109,50,104,-9.3,21,114,106
52,,Maryland,27.1,31.0,62.0,41.7,16.3,19.8,2010,10,,318.9,342.3,448.0,388.0,267.0,311.5,,22.1,22.0,14.0,19.3,24.3,30.9,,358.6,225.7,155.0,342.0,371.0,394.3,,0.7,1.0,0.0,0.0,1.3,2.0,,1.7,1.7,2.0,2.0,1.5,1.6,48,3.1,20,82,72,18,2.0,10,114,16,69,-3.9,39,98,67
53,,Louisville,27.1,18.7,3.0,31.3,21.7,17.0,2010,10,,414.3,325.3,185.0,420.5,406.0,326.4,,19.6,18.3,20.0,14.5,26.3,27.7,,332.7,302.3,255.0,335.8,328.7,395.6,,1.1,0.7,2.0,0.5,2.0,1.6,,1.4,2.0,0.0,1.8,1.0,1.2,35,7.7,25,95,25,49,--,26,75,43,56,-1.8,33,77,62
54,,Temple,26.9,33.3,30.0,25.3,28.5,30.0,2010,10,,327.0,369.7,402.0,332.8,321.3,323.3,,17.6,9.0,0.0,13.3,22.0,21.9,,325.1,212.7,154.0,303.8,346.5,332.2,,1.9,2.0,1.0,1.5,2.3,1.5,,1.5,2.0,1.0,1.5,1.5,2.2,55,0.7,50,118,57,43,--,41,114,44,95,-8.3,45,111,84
55,,Arizona St,26.8,27.7,42.0,36.5,22.0,19.8,2010,10,,411.8,376.7,493.0,545.0,345.3,327.8,,26.2,21.3,0.0,21.0,28.8,22.7,,373.7,331.0,265.0,325.5,397.8,321.3,,2.5,1.7,1.0,4.0,1.8,2.4,,1.2,1.7,3.0,2.5,0.5,1.7,36,7.6,15,59,42,45,--,30,66,45,25,2.9,9,119,16
56,,Indiana,26.3,22.0,17.0,30.8,20.3,23.9,2010,10,,419.4,420.0,373.0,467.0,356.0,361.9,,31.1,32.3,20.0,29.0,34.0,31.0,,385.1,336.3,383.0,407.3,355.7,403.1,,1.9,2.7,1.0,1.0,3.0,1.7,,1.0,1.3,0.0,1.0,1.0,2.5,93,-11.0,51,120,95,78,--,47,118,77,98,-8.8,81,120,103
57,,N Carolina,26.0,25.0,10.0,29.0,23.8,20.6,2010,10,,368.3,341.3,289.0,350.3,381.8,303.4,,21.3,19.7,33.0,21.0,21.5,18.5,,348.3,361.3,444.0,367.3,334.0,289.3,,1.6,1.3,3.0,0.7,2.3,1.8,,2.3,2.0,1.0,1.3,3.0,1.7,38,6.5,19,70,23,15,4.7,7,35,13,34,1.3,1,37,17
58,,Notre Dame,26.0,29.3,27.0,25.8,26.3,30.1,2010,10,,404.0,425.0,458.0,415.3,381.3,451.8,,24.9,27.7,28.0,23.7,27.3,25.9,,393.4,384.7,400.0,392.3,395.7,397.8,,2.1,2.3,4.0,1.8,2.7,1.2,,1.8,2.0,2.0,2.2,1.0,1.6,47,3.4,16,63,49,119,-19.0,21,119,119,45,-0.4,16,56,39
59,,Miami (FL),26.0,26.7,19.0,25.0,26.4,28.8,2010,10,,406.3,447.3,448.0,434.0,395.2,394.1,,21.7,15.7,24.0,27.5,19.4,22.7,,339.7,314.7,363.0,380.0,323.6,335.2,,2.6,2.7,5.0,1.5,3.0,1.6,,3.0,3.7,1.0,2.0,3.4,1.7,42,5.2,3,52,20,32,--,6,106,24,10,5.5,1,110,2
60,,TX El Paso,25.8,14.0,12.0,31.5,20.0,29.8,2010,10,,372.5,282.0,316.0,388.3,356.8,425.4,,24.0,23.7,16.0,20.3,27.8,33.5,,389.0,427.7,315.0,350.0,428.0,446.3,,1.5,2.7,2.0,1.0,2.0,1.8,,1.4,1.0,0.0,1.0,1.8,1.5,96,-14.4,86,117,99,98,--,82,119,99,120,-18.1,70,120,120
61,,Illinois,25.7,31.0,44.0,32.0,17.3,22.3,2010,10,,329.1,315.0,391.0,330.3,327.7,379.5,,18.7,16.3,10.0,17.3,20.7,31.4,,311.7,296.0,205.0,318.5,302.7,403.7,,1.7,1.7,0.0,0.5,3.3,1.6,,1.7,2.7,2.0,2.3,1.0,1.2,22,11.9,22,74,34,17,4.5,11,118,12,30,1.9,21,97,22
62,,Navy,25.6,31.3,31.0,29.5,24.0,27.5,2010,10,,405.0,384.0,375.0,356.0,424.6,358.8,,21.9,24.0,34.0,27.5,19.6,19.5,,379.0,399.0,457.0,416.0,364.2,332.5,,1.0,0.3,1.0,0.5,1.2,1.0,,2.0,1.7,0.0,1.5,2.2,1.6,58,-0.9,29,89,43,12,8.6,8,118,10,74,-4.7,34,97,63
63,,Cincinnati,25.6,24.0,7.0,27.8,22.7,36.0,2010,10,,431.9,441.3,277.0,484.3,362.0,436.6,,26.9,32.0,31.0,25.8,28.3,24.8,,370.9,358.7,262.0,342.5,408.7,390.5,,1.9,2.3,3.0,2.0,1.7,0.8,,0.9,0.7,2.0,0.8,1.0,1.3,51,2.3,27,90,38,60,--,16,102,60,47,-0.6,14,50,37
64,,Miss State,25.5,21.0,24.0,28.0,21.3,23.8,2010,10,,363.1,320.7,335.0,370.4,351.0,368.5,,17.1,16.0,17.0,15.4,20.0,28.5,,338.0,354.0,347.0,335.0,343.0,381.6,,1.3,0.3,1.0,1.0,1.7,2.5,,2.4,3.0,4.0,2.6,2.0,1.8,28,10.2,8,59,22,34,--,3,78,29,20,3.7,6,83,18
65,,UAB,25.4,31.7,50.0,28.7,23.4,27.8,2010,10,,420.1,440.7,466.0,487.0,380.0,425.9,,31.4,28.0,49.0,23.7,36.0,32.3,,401.9,397.0,582.0,380.7,414.6,453.3,,2.4,2.7,3.0,2.3,2.4,1.1,,1.6,2.3,4.0,2.0,1.4,1.8,73,-4.7,73,115,77,81,--,67,114,86,68,-3.8,51,99,71
